id,pos_label
00000-JAM.wav,0.0
00001-JAM.wav,1.0
00002-JAM.wav,1.0
00003-JAM.wav,1.0
00004-JAM.wav,1.0
00005-JAM.wav,0.0
00006-JAM.wav,1.0
00007-JAM.wav,1.0
00008-JAM.wav,1.0
00009-JAM.wav,0.0
00010-JAM.wav,0.0
00011-JAM.wav,1.0
00012-JAM.wav,1.0
00013-JAM.wav,1.0
00014-JAM.wav,0.0
00015-JAM.wav,1.0
00016-JAM.wav,1.0
00017-JAM.wav,1.0
00018-JAM.wav,1.0
00019-JAM.wav,1.0
00020-JAM.wav,1.0
00021-JAM.wav,1.0
00022-JAM.wav,1.0
00023-JAM.wav,0.0
00024-JAM.wav,1.0
00025-JAM.wav,1.0
00026-JAM.wav,1.0
00027-JAM.wav,1.0
00028-JAM.wav,1.0
00029-JAM.wav,1.0
00030-JAM.wav,1.0
00031-JAM.wav,1.0
00032-JAM.wav,1.0
00033-JAM.wav,1.0
00034-JAM.wav,1.0
00035-JAM.wav,1.0
00036-JAM.wav,1.0
00037-JAM.wav,0.0
00038-JAM.wav,1.0
00039-JAM.wav,0.0
00040-JAM.wav,0.0
00041-JAM.wav,1.0
00042-JAM.wav,0.0
00043-JAM.wav,1.0
00044-JAM.wav,0.0
00045-JAM.wav,1.0
00046-JAM.wav,1.0
00047-JAM.wav,1.0
00048-JAM.wav,0.0
00049-JAM.wav,1.0
00050-JAM.wav,1.0
00051-JAM.wav,1.0
00052-JAM.wav,0.0
00053-JAM.wav,1.0
00054-JAM.wav,1.0
00055-JAM.wav,0.0
00056-JAM.wav,1.0
00057-JAM.wav,0.0
00058-JAM.wav,1.0
00059-JAM.wav,1.0
00060-JAM.wav,0.0
00061-JAM.wav,1.0
00062-JAM.wav,1.0
00063-JAM.wav,0.0
00064-JAM.wav,1.0
00065-JAM.wav,1.0
00066-JAM.wav,0.0
00067-JAM.wav,1.0
00068-JAM.wav,1.0
00069-JAM.wav,1.0
00070-JAM.wav,1.0
00071-JAM.wav,1.0
00072-JAM.wav,1.0
00073-JAM.wav,0.0
00074-JAM.wav,1.0
00075-JAM.wav,1.0
00076-JAM.wav,0.0
00077-JAM.wav,0.0
00078-JAM.wav,1.0
00079-JAM.wav,0.0
00080-JAM.wav,1.0
00081-JAM.wav,1.0
00082-JAM.wav,0.0
00083-JAM.wav,1.0
00084-JAM.wav,0.0
00085-JAM.wav,1.0
00086-JAM.wav,1.0
00087-JAM.wav,0.0
00088-JAM.wav,1.0
00089-JAM.wav,0.0
00090-JAM.wav,1.0
00091-JAM.wav,1.0
00092-JAM.wav,1.0
00093-JAM.wav,0.0
00094-JAM.wav,0.0
00095-JAM.wav,1.0
00096-JAM.wav,1.0
00097-JAM.wav,1.0
00098-JAM.wav,1.0
00099-JAM.wav,1.0
00100-JAM.wav,0.0
00101-JAM.wav,0.0
00102-JAM.wav,1.0
00103-JAM.wav,1.0
00104-JAM.wav,1.0
00105-JAM.wav,1.0
00106-JAM.wav,0.0
00107-JAM.wav,1.0
00108-JAM.wav,1.0
00109-JAM.wav,1.0
00110-JAM.wav,1.0
00111-JAM.wav,1.0
00112-JAM.wav,0.0
00113-JAM.wav,1.0
00114-JAM.wav,0.0
00115-JAM.wav,1.0
00116-JAM.wav,1.0
00117-JAM.wav,1.0
00118-JAM.wav,1.0
00119-JAM.wav,1.0
00120-JAM.wav,0.0
00121-JAM.wav,0.0
00122-JAM.wav,1.0
00123-JAM.wav,1.0
00124-JAM.wav,0.0
00125-JAM.wav,1.0
00126-StEUS.wav,0.0
00127-StEUS.wav,1.0
00128-StEUS.wav,1.0
00129-StEUS.wav,1.0
00130-StEUS.wav,0.0
00131-StEUS.wav,1.0
00132-StEUS.wav,0.0
00133-StEUS.wav,1.0
00134-StEUS.wav,0.0
00135-StEUS.wav,1.0
00136-StEUS.wav,0.0
00137-StEUS.wav,0.0
00138-StEUS.wav,0.0
00139-StEUS.wav,1.0
00140-StEUS.wav,0.0
00141-StEUS.wav,1.0
00142-StEUS.wav,0.0
00143-StEUS.wav,1.0
00144-StEUS.wav,0.0
00145-StEUS.wav,1.0
00146-StEUS.wav,0.0
00147-StEUS.wav,1.0
00148-StEUS.wav,1.0
00149-StEUS.wav,1.0
00150-StEUS.wav,1.0
00151-StEUS.wav,1.0
00152-StEUS.wav,1.0
00153-StEUS.wav,0.0
00154-StEUS.wav,0.0
00155-StEUS.wav,1.0
